imgs,labels
N_0000000018/N_0000000018_00001.jpg,A
N_0000000018/N_0000000018_00003.jpg,A
N_0000000018/N_0000000018_00005.jpg,A
N_0000000018/N_0000000018_00015.jpg,A
N_0000000018/N_0000000018_00037.jpg,A
N_0000000018/N_0000000018_00043.jpg,A
N_0000000018/N_0000000018_00045.jpg,A
N_0000000018/N_0000000018_00064.jpg,A
N_0000000018/N_0000000018_00136.jpg,A
N_0000000018/N_0000000018_00076.jpg,A
N_0000000018/N_0000000018_00079.jpg,A
N_0000000018/N_0000000018_00097.jpg,A
N_0000000018/N_0000000018_00128.jpg,U
N_0000000018/N_0000000018_00134.jpg,A
N_0000000018/N_0000000018_00137.jpg,A
N_0000000018/N_0000000018_00142.jpg,A
N_0000000018/N_0000000018_00144.jpg,A
N_0000000018/N_0000000018_00148.jpg,A
N_0000000018/N_0000000018_00156.jpg,A
N_0000000018/N_0000000018_00171.jpg,A
N_0000000018/N_0000000018_00172.jpg,A
N_0000000018/N_0000000018_00184.jpg,A
N_0000000018/N_0000000018_00190.jpg,A
N_0000000018/N_0000000018_00206.jpg,A
N_0000000018/N_0000000018_00220.jpg,A
N_0000000018/N_0000000018_00227.jpg,A
N_0000000018/N_0000000018_00234.jpg,A
N_0000000018/N_0000000018_00236.jpg,A
N_0000000018/N_0000000018_00241.jpg,A
N_0000000018/N_0000000018_00246.jpg,A
N_0000000018/N_0000000018_00248.jpg,A
N_0000000018/N_0000000018_00251.jpg,A
N_0000000018/N_0000000018_00252.jpg,A
N_0000000018/N_0000000018_00264.jpg,A
N_0000000018/N_0000000018_00269.jpg,A
N_0000000018/N_0000000018_00272.jpg,A
N_0000000018/N_0000000018_00281.jpg,A
N_0000000018/N_0000000018_00290.jpg,A
N_0000000018/N_0000000018_00292.jpg,A
N_0000000018/N_0000000018_00302.jpg,U
N_0000000018/N_0000000018_00305.jpg,A
N_0000000018/N_0000000018_00320.jpg,A
N_0000000018/N_0000000018_00325.jpg,A
N_0000000018/N_0000000018_00327.jpg,A
N_0000000018/N_0000000018_00355.jpg,A
N_0000000018/N_0000000018_00397.jpg,U
N_0000000018/N_0000000018_00408.jpg,A
N_0000000018/N_0000000018_00436.jpg,A
N_0000000018/N_0000000018_00449.jpg,A
N_0000000018/N_0000000018_00453.jpg,A
N_0000000018/N_0000000018_00478.jpg,A
N_0000000018/N_0000000018_00486.jpg,A
N_0000000018/N_0000000018_00494.jpg,A
N_0000000018/N_0000000018_00499.jpg,A
N_0000000018/N_0000000018_00502.jpg,A
N_0000000018/N_0000000018_00504.jpg,A
N_0000000018/N_0000000018_00516.jpg,A
N_0000000018/N_0000000018_00522.jpg,A
N_0000000018/N_0000000018_00529.jpg,A
N_0000000018/N_0000000018_00377.jpg,A
N_0000000018/N_0000000018_00513.jpg,A
N_0000000018/N_0000000018_00564.jpg,A
N_0000000018/N_0000000018_00596.jpg,A
N_0000000018/N_0000000018_00548.jpg,A
N_0000000018/N_0000000018_00551.jpg,A
N_0000000018/N_0000000018_00557.jpg,A
N_0000000018/N_0000000018_00563.jpg,A
N_0000000018/N_0000000018_00565.jpg,A
N_0000000018/N_0000000018_00600.jpg,A
N_0000000018/N_0000000018_00631.jpg,A
N_0000000018/N_0000000018_00645.jpg,A
N_0000000018/N_0000000018_00655.jpg,U
N_0000000001/N_0000000001_00001.jpg,U
N_0000000001/N_0000000001_00007.jpg,A
N_0000000001/N_0000000001_00011.jpg,A
N_0000000001/N_0000000001_00015.jpg,A
N_0000000001/N_0000000001_00019.jpg,A
N_0000000001/N_0000000001_00023.jpg,A
N_0000000001/N_0000000001_00025.jpg,A
N_0000000001/N_0000000001_00030.jpg,A
N_0000000001/N_0000000001_00048.jpg,A
N_0000000001/N_0000000001_00053.jpg,A
N_0000000001/N_0000000001_00059.jpg,A
N_0000000001/N_0000000001_00066.jpg,A
N_0000000001/N_0000000001_00072.jpg,U
N_0000000001/N_0000000001_00073.jpg,A
N_0000000001/N_0000000001_00077.jpg,A
N_0000000001/N_0000000001_00016.jpg,U
N_0000000001/N_0000000001_00149.jpg,A
N_0000000001/N_0000000001_00168.jpg,A
N_0000000001/N_0000000001_00197.jpg,A
N_0000000001/N_0000000001_00271.jpg,A
N_0000000001/N_0000000001_00079.jpg,A
N_0000000001/N_0000000001_00082.jpg,A
N_0000000001/N_0000000001_00091.jpg,A
N_0000000001/N_0000000001_00093.jpg,A
N_0000000001/N_0000000001_00094.jpg,A
N_0000000001/N_0000000001_00097.jpg,A
N_0000000001/N_0000000001_00104.jpg,A
N_0000000001/N_0000000001_00116.jpg,A
N_0000000001/N_0000000001_00118.jpg,A
N_0000000001/N_0000000001_00120.jpg,A
N_0000000001/N_0000000001_00126.jpg,U
