imgs,labels
N_0000000018/N_0000000018_00260.jpg,A
N_0000000018/N_0000000018_00003.jpg,U
N_0000000018/N_0000000018_00006.jpg,A
N_0000000018/N_0000000018_00007.jpg,A
N_0000000018/N_0000000018_00014.jpg,U
N_0000000018/N_0000000018_00027.jpg,A
N_0000000018/N_0000000018_00028.jpg,A
N_0000000018/N_0000000018_00029.jpg,A
N_0000000018/N_0000000018_00030.jpg,A
N_0000000018/N_0000000018_00032.jpg,A
N_0000000018/N_0000000018_00048.jpg,A
N_0000000018/N_0000000018_00049.jpg,A
N_0000000018/N_0000000018_00053.jpg,A
N_0000000018/N_0000000018_00054.jpg,A
N_0000000018/N_0000000018_00057.jpg,U
N_0000000018/N_0000000018_00060.jpg,A
N_0000000018/N_0000000018_00066.jpg,A
N_0000000018/N_0000000018_00069.jpg,A
N_0000000018/N_0000000018_00101.jpg,A
N_0000000018/N_0000000018_00225.jpg,A
N_0000000018/N_0000000018_00073.jpg,A
N_0000000018/N_0000000018_00077.jpg,A
N_0000000018/N_0000000018_00087.jpg,A
N_0000000018/N_0000000018_00089.jpg,A
N_0000000018/N_0000000018_00090.jpg,A
N_0000000018/N_0000000018_00098.jpg,A
N_0000000018/N_0000000018_00113.jpg,A
N_0000000018/N_0000000018_00115.jpg,A
N_0000000018/N_0000000018_00116.jpg,A
N_0000000018/N_0000000018_00118.jpg,A
N_0000000018/N_0000000018_00119.jpg,A
N_0000000018/N_0000000018_00134.jpg,U
N_0000000018/N_0000000018_00159.jpg,A
N_0000000018/N_0000000018_00163.jpg,A
N_0000000018/N_0000000018_00164.jpg,A
N_0000000018/N_0000000018_00169.jpg,A
N_0000000018/N_0000000018_00184.jpg,A
N_0000000018/N_0000000018_00185.jpg,A
N_0000000018/N_0000000018_00188.jpg,A
N_0000000018/N_0000000018_00189.jpg,A
N_0000000018/N_0000000018_00192.jpg,A
N_0000000018/N_0000000018_00200.jpg,A
N_0000000018/N_0000000018_00201.jpg,A
N_0000000018/N_0000000018_00208.jpg,A
N_0000000018/N_0000000018_00209.jpg,U
N_0000000018/N_0000000018_00212.jpg,A
N_0000000018/N_0000000018_00223.jpg,A
N_0000000018/N_0000000018_00229.jpg,A
N_0000000018/N_0000000018_00232.jpg,A
N_0000000018/N_0000000018_00234.jpg,U
N_0000000018/N_0000000018_00242.jpg,A
N_0000000018/N_0000000018_00244.jpg,A
N_0000000018/N_0000000018_00248.jpg,U
N_0000000018/N_0000000018_00249.jpg,A
N_0000000018/N_0000000018_00262.jpg,A
N_0000000018/N_0000000018_00263.jpg,A
N_0000000018/N_0000000018_00265.jpg,A
N_0000000018/N_0000000018_00269.jpg,U
N_0000000018/N_0000000018_00271.jpg,A
N_0000000018/N_0000000018_00272.jpg,A
N_0000000018/N_0000000018_00278.jpg,A
N_0000000018/N_0000000018_00281.jpg,U
N_0000000018/N_0000000018_00284.jpg,A
N_0000000018/N_0000000018_00286.jpg,A
N_0000000018/N_0000000018_00306.jpg,A
N_0000000018/N_0000000018_00309.jpg,A
N_0000000018/N_0000000018_00317.jpg,A
N_0000000018/N_0000000018_00328.jpg,A
N_0000000018/N_0000000018_00339.jpg,A
N_0000000018/N_0000000018_00343.jpg,U
N_0000000018/N_0000000018_00344.jpg,A
N_0000000018/N_0000000018_00349.jpg,A
N_0000000018/N_0000000018_00364.jpg,A
N_0000000018/N_0000000018_00378.jpg,A
N_0000000018/N_0000000018_00381.jpg,A
N_0000000018/N_0000000018_00384.jpg,A
N_0000000018/N_0000000018_00391.jpg,A
N_0000000018/N_0000000018_00396.jpg,A
N_0000000018/N_0000000018_00397.jpg,A
N_0000000018/N_0000000018_00399.jpg,A
N_0000000018/N_0000000018_00403.jpg,A
N_0000000018/N_0000000018_00418.jpg,A
N_0000000018/N_0000000018_00422.jpg,A
N_0000000018/N_0000000018_00423.jpg,A
N_0000000018/N_0000000018_00435.jpg,A
N_0000000018/N_0000000018_00438.jpg,A
N_0000000018/N_0000000018_00440.jpg,A
N_0000000018/N_0000000018_00446.jpg,A
N_0000000018/N_0000000018_00454.jpg,A
N_0000000018/N_0000000018_00456.jpg,A
