imgs,labels
N_0000000018/N_0000000018_00260.jpg,A
N_0000000018/N_0000000018_00001.jpg,A
N_0000000018/N_0000000018_00003.jpg,U
N_0000000018/N_0000000018_00005.jpg,A
N_0000000018/N_0000000018_00006.jpg,A
N_0000000018/N_0000000018_00007.jpg,A
N_0000000018/N_0000000018_00010.jpg,A
N_0000000018/N_0000000018_00013.jpg,A
N_0000000018/N_0000000018_00014.jpg,U
N_0000000018/N_0000000018_00015.jpg,A
N_0000000018/N_0000000018_00022.jpg,A
N_0000000018/N_0000000018_00023.jpg,A
N_0000000018/N_0000000018_00025.jpg,A
N_0000000018/N_0000000018_00027.jpg,A
N_0000000018/N_0000000018_00028.jpg,A
N_0000000018/N_0000000018_00029.jpg,A
N_0000000018/N_0000000018_00030.jpg,A
N_0000000018/N_0000000018_00032.jpg,A
N_0000000018/N_0000000018_00037.jpg,A
N_0000000018/N_0000000018_00043.jpg,U
N_0000000018/N_0000000018_00045.jpg,A
N_0000000018/N_0000000018_00048.jpg,A
N_0000000018/N_0000000018_00049.jpg,A
N_0000000018/N_0000000018_00051.jpg,A
N_0000000018/N_0000000018_00053.jpg,A
N_0000000018/N_0000000018_00054.jpg,A
N_0000000018/N_0000000018_00057.jpg,U
N_0000000018/N_0000000018_00058.jpg,A
N_0000000018/N_0000000018_00060.jpg,A
N_0000000018/N_0000000018_00061.jpg,A
N_0000000018/N_0000000018_00062.jpg,U
N_0000000018/N_0000000018_00063.jpg,A
N_0000000018/N_0000000018_00064.jpg,U
N_0000000018/N_0000000018_00065.jpg,A
N_0000000018/N_0000000018_00066.jpg,A
N_0000000018/N_0000000018_00068.jpg,A
N_0000000018/N_0000000018_00019.jpg,A
N_0000000018/N_0000000018_00035.jpg,A
N_0000000018/N_0000000018_00069.jpg,A
N_0000000018/N_0000000018_00085.jpg,A
N_0000000018/N_0000000018_00101.jpg,A
N_0000000018/N_0000000018_00136.jpg,U
N_0000000018/N_0000000018_00225.jpg,A
N_0000000018/N_0000000018_00070.jpg,A
N_0000000018/N_0000000018_00072.jpg,A
N_0000000018/N_0000000018_00073.jpg,A
N_0000000018/N_0000000018_00076.jpg,U
N_0000000018/N_0000000018_00077.jpg,A
N_0000000018/N_0000000018_00079.jpg,A
N_0000000018/N_0000000018_00087.jpg,A
N_0000000018/N_0000000018_00088.jpg,A
N_0000000018/N_0000000018_00089.jpg,A
N_0000000018/N_0000000018_00090.jpg,A
N_0000000018/N_0000000018_00094.jpg,A
N_0000000018/N_0000000018_00096.jpg,U
N_0000000018/N_0000000018_00097.jpg,A
N_0000000018/N_0000000018_00098.jpg,A
N_0000000018/N_0000000018_00099.jpg,A
N_0000000018/N_0000000018_00100.jpg,A
N_0000000018/N_0000000018_00103.jpg,U
N_0000000018/N_0000000018_00104.jpg,U
N_0000000018/N_0000000018_00105.jpg,A
N_0000000018/N_0000000018_00109.jpg,A
N_0000000018/N_0000000018_00112.jpg,A
N_0000000018/N_0000000018_00113.jpg,A
N_0000000018/N_0000000018_00115.jpg,A
N_0000000018/N_0000000018_00116.jpg,A
N_0000000018/N_0000000018_00118.jpg,A
N_0000000018/N_0000000018_00119.jpg,A
N_0000000018/N_0000000018_00122.jpg,A
N_0000000018/N_0000000018_00124.jpg,A
N_0000000018/N_0000000018_00126.jpg,A
N_0000000018/N_0000000018_00128.jpg,U
N_0000000018/N_0000000018_00129.jpg,A
N_0000000018/N_0000000018_00130.jpg,A
N_0000000018/N_0000000018_00131.jpg,A
N_0000000018/N_0000000018_00132.jpg,A
N_0000000018/N_0000000018_00134.jpg,U
N_0000000018/N_0000000018_00137.jpg,A
N_0000000018/N_0000000018_00139.jpg,A
N_0000000018/N_0000000018_00141.jpg,A
N_0000000018/N_0000000018_00142.jpg,A
N_0000000018/N_0000000018_00144.jpg,U
N_0000000018/N_0000000018_00146.jpg,A
N_0000000018/N_0000000018_00147.jpg,U
N_0000000018/N_0000000018_00148.jpg,A
N_0000000018/N_0000000018_00150.jpg,A
N_0000000018/N_0000000018_00153.jpg,A
N_0000000018/N_0000000018_00156.jpg,A
N_0000000018/N_0000000018_00159.jpg,A
N_0000000018/N_0000000018_00160.jpg,U
N_0000000018/N_0000000018_00163.jpg,A
N_0000000018/N_0000000018_00164.jpg,A
N_0000000018/N_0000000018_00165.jpg,A
N_0000000018/N_0000000018_00168.jpg,A
N_0000000018/N_0000000018_00169.jpg,A
N_0000000018/N_0000000018_00171.jpg,U
N_0000000018/N_0000000018_00172.jpg,A
N_0000000018/N_0000000018_00181.jpg,U
N_0000000018/N_0000000018_00184.jpg,A
N_0000000018/N_0000000018_00185.jpg,A
N_0000000018/N_0000000018_00187.jpg,U
N_0000000018/N_0000000018_00188.jpg,A
N_0000000018/N_0000000018_00189.jpg,A
N_0000000018/N_0000000018_00190.jpg,U
N_0000000018/N_0000000018_00192.jpg,A
N_0000000018/N_0000000018_00194.jpg,A
N_0000000018/N_0000000018_00197.jpg,A
N_0000000018/N_0000000018_00198.jpg,A
N_0000000018/N_0000000018_00199.jpg,A
N_0000000018/N_0000000018_00200.jpg,A
N_0000000018/N_0000000018_00201.jpg,A
N_0000000018/N_0000000018_00205.jpg,A
N_0000000018/N_0000000018_00206.jpg,U
N_0000000018/N_0000000018_00208.jpg,A
N_0000000018/N_0000000018_00209.jpg,U
N_0000000018/N_0000000018_00212.jpg,A
N_0000000018/N_0000000018_00214.jpg,A
N_0000000018/N_0000000018_00215.jpg,A
N_0000000018/N_0000000018_00220.jpg,U
N_0000000018/N_0000000018_00222.jpg,A
N_0000000018/N_0000000018_00223.jpg,A
N_0000000018/N_0000000018_00227.jpg,A
N_0000000018/N_0000000018_00228.jpg,A
N_0000000018/N_0000000018_00229.jpg,A
N_0000000018/N_0000000018_00231.jpg,A
N_0000000018/N_0000000018_00232.jpg,A
N_0000000018/N_0000000018_00234.jpg,U
N_0000000018/N_0000000018_00236.jpg,A
N_0000000018/N_0000000018_00241.jpg,A
N_0000000018/N_0000000018_00242.jpg,A
N_0000000018/N_0000000018_00244.jpg,A
N_0000000018/N_0000000018_00245.jpg,U
N_0000000018/N_0000000018_00246.jpg,A
N_0000000018/N_0000000018_00247.jpg,A
N_0000000018/N_0000000018_00248.jpg,U
N_0000000018/N_0000000018_00249.jpg,A
N_0000000018/N_0000000018_00251.jpg,A
N_0000000018/N_0000000018_00252.jpg,A
N_0000000018/N_0000000018_00253.jpg,A
N_0000000018/N_0000000018_00254.jpg,A
N_0000000018/N_0000000018_00255.jpg,A
N_0000000018/N_0000000018_00256.jpg,A
N_0000000018/N_0000000018_00257.jpg,A
N_0000000018/N_0000000018_00258.jpg,A
N_0000000018/N_0000000018_00262.jpg,A
N_0000000018/N_0000000018_00263.jpg,A
N_0000000018/N_0000000018_00264.jpg,U
N_0000000018/N_0000000018_00265.jpg,A
N_0000000018/N_0000000018_00267.jpg,A
N_0000000018/N_0000000018_00268.jpg,U
N_0000000018/N_0000000018_00269.jpg,U
N_0000000018/N_0000000018_00271.jpg,A
N_0000000018/N_0000000018_00272.jpg,A
N_0000000018/N_0000000018_00275.jpg,A
N_0000000018/N_0000000018_00278.jpg,A
N_0000000018/N_0000000018_00281.jpg,U
N_0000000018/N_0000000018_00282.jpg,A
N_0000000018/N_0000000018_00284.jpg,A
N_0000000018/N_0000000018_00285.jpg,A
N_0000000018/N_0000000018_00286.jpg,A
N_0000000018/N_0000000018_00289.jpg,A
